样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
普通钢筋,9,22,1.0934,0.291596,0.437394,3.749713,3.736069,3.76378,0.00739,2.249713,3.61554,0.9995,0.99985,支持曾遭雷击,否
普通钢筋,9,30,0.6638,0.17249,0.258735,3.848333,3.835261,3.861399,0.006792,2.348333,3.76702,0.9995,0.999917,支持曾遭雷击,否
普通钢筋,9,37,0.4594,0.123103,0.184655,3.731822,3.709101,3.755859,0.012529,2.231822,3.587495,0.9995,0.999833,支持曾遭雷击,否
普通钢筋,9,44,0.3041,0.07988,0.11982,3.806974,3.781689,3.833279,0.013552,2.306974,3.70291,0.9995,0.999893,支持曾遭雷击,否
普通钢筋,9,51,0.2,0.048269,0.072403,4.143483,4.121522,4.16575,0.010674,2.643483,4.215361,0.9995,0.999988,灰区/证据不足,是
普通钢筋,9,58,0.1025,0.026721,0.040082,3.835923,3.827378,3.844004,0.004334,2.335923,3.748152,0.9995,0.999911,灰区/证据不足,是
普通钢筋,9,90,0.0097,0.002193,0.00329,4.422739,4.370361,4.473952,0.023423,2.922739,4.629973,0.9995,0.999998,灰区/证据不足,是
普通钢筋,10,1,2.3858,0.879701,1.319551,2.712059,2.703952,2.719861,0.005866,1.212059,1.981379,0.9995,0.976226,支持曾遭雷击,否
普通钢筋,10,2,2.1829,0.8242,1.236301,2.648506,2.640526,2.656196,0.005916,1.148506,1.879141,0.9995,0.969887,灰区/证据不足,否
普通钢筋,10,3,1.9973,0.771639,1.157458,2.588388,2.580346,2.596035,0.006061,1.088388,1.782228,0.9995,0.962644,灰区/证据不足,否
普通钢筋,10,4,1.9096,0.733709,1.100563,2.602668,2.595625,2.609294,0.005252,1.102668,1.805276,0.9995,0.964484,灰区/证据不足,否
普通钢筋,10,5,1.8222,0.694005,1.041008,2.625629,2.619118,2.631736,0.004806,1.125629,1.8423,0.9995,0.967284,灰区/证据不足,否
普通钢筋,10,6,1.7414,0.667011,1.000517,2.61075,2.606064,2.615209,0.003503,1.11075,1.818328,0.9995,0.965493,灰区/证据不足,否
普通钢筋,10,7,1.6646,0.636707,0.955061,2.614389,2.610999,2.617599,0.002524,1.114389,1.824201,0.9995,0.965939,灰区/证据不足,否
普通钢筋,10,8,1.5938,0.616443,0.924665,2.585476,2.584416,2.586524,0.000815,1.085476,1.777571,0.9995,0.962263,灰区/证据不足,否
普通钢筋,10,9,1.5202,0.584546,0.876819,2.600651,2.599925,2.601428,0.000578,1.100651,1.802054,0.9995,0.964232,灰区/证据不足,否
普通钢筋,10,10,1.4478,0.545404,0.818106,2.654545,2.653612,2.655545,0.000728,1.154545,1.88891,0.9995,0.970548,灰区/证据不足,否
普通钢筋,10,11,1.3771,0.503891,0.755837,2.73293,2.731105,2.734728,0.001325,1.23293,2.014956,0.9995,0.978045,支持曾遭雷击,否
普通钢筋,10,12,1.3119,0.468935,0.703402,2.797616,2.795078,2.8002,0.001831,1.297616,2.118716,0.9995,0.982943,支持曾遭雷击,否
普通钢筋,10,13,1.2578,0.467983,0.701975,2.687704,2.685533,2.690002,0.001663,1.187704,1.942269,0.9995,0.973948,灰区/证据不足,否
普通钢筋,10,14,1.2017,0.449898,0.674847,2.671051,2.667133,2.675124,0.002991,1.171051,1.915469,0.9995,0.972284,灰区/证据不足,否
普通钢筋,10,15,1.1458,0.427063,0.640595,2.682975,2.678094,2.68795,0.003674,1.182975,1.934648,0.9995,0.973483,灰区/证据不足,否
普通钢筋,10,22,0.7079,0.291596,0.437394,2.427677,2.418843,2.436784,0.00739,0.927677,1.522232,0.9995,0.936025,灰区/证据不足,否
普通钢筋,10,30,0.4298,0.17249,0.258735,2.491735,2.483271,2.500195,0.006792,0.991735,1.626018,0.9995,0.948027,灰区/证据不足,否
普通钢筋,10,37,0.2975,0.123103,0.184655,2.416667,2.401954,2.432233,0.012529,0.916667,1.504286,0.9995,0.933746,灰区/证据不足,否
普通钢筋,10,44,0.1969,0.07988,0.11982,2.464956,2.448584,2.481988,0.013552,0.964956,1.582531,0.9995,0.943236,灰区/证据不足,否
普通钢筋,10,51,0.1295,0.048269,0.072403,2.682905,2.668686,2.697323,0.010674,1.182905,1.934396,0.9995,0.973468,灰区/证据不足,是
普通钢筋,10,58,0.0663,0.026721,0.040082,2.481187,2.47566,2.486414,0.004334,0.981187,1.608972,0.9995,0.946189,灰区/证据不足,是
普通钢筋,10,90,0.0063,0.002193,0.00329,2.872501,2.838482,2.905763,0.023423,1.372501,2.237592,0.9995,0.987376,灰区/证据不足,是
锈蚀钢筋,1,1,4.8101,0.871267,1.306901,5.520809,5.497956,5.54099,0.007795,4.020809,6.212199,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,2,4.2192,0.792209,1.188313,5.32587,5.30426,5.345149,0.007677,3.82587,5.94011,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,3,3.7009,0.719798,1.079698,5.141578,5.121082,5.159967,0.007563,3.641578,5.679585,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,4,3.4663,0.664218,0.996327,5.218616,5.199616,5.235504,0.006877,3.718616,5.789018,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,5,3.237,0.609734,0.914601,5.308875,5.291425,5.324448,0.00622,3.808875,5.916496,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,6,3.0296,0.568723,0.853085,5.32702,5.313175,5.338972,0.004843,3.82702,5.942221,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,7,2.8366,0.526863,0.790295,5.383941,5.372561,5.393571,0.003902,3.883941,6.022177,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,8,2.6624,0.495041,0.742562,5.378136,5.369564,5.385032,0.002876,3.878136,6.014157,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,9,2.4848,0.455572,0.683358,5.454239,5.448096,5.45949,0.002089,3.954239,6.120536,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,10,2.3139,0.412522,0.618783,5.609153,5.60416,5.613199,0.001611,4.109153,6.3353,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,11,2.1508,0.369876,0.554814,5.814923,5.809096,5.820147,0.001901,4.314923,6.616958,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,12,2.0036,0.334058,0.501087,5.997759,5.991244,6.003898,0.00211,4.497759,6.863773,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,13,1.8842,0.323541,0.485312,5.823676,5.818847,5.828668,0.001686,4.323676,6.628856,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,14,1.7629,0.301859,0.452788,5.840148,5.831606,5.849185,0.00301,4.340148,6.651102,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,15,1.6444,0.278082,0.417123,5.91337,5.902123,5.924461,0.003777,4.41337,6.750058,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,22,0.8094,0.153955,0.230932,5.257388,5.235839,5.281448,0.008675,3.757388,5.843449,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,30,0.389,0.071664,0.107495,5.428137,5.404643,5.454859,0.009251,3.928137,6.08293,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,1,37,0.227,0.04147,0.062205,5.47381,5.431783,5.521912,0.016466,3.97381,6.143783,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,1,44,0.124,0.021819,0.032728,5.683125,5.633911,5.740854,0.018818,4.183125,6.431057,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,1,51,0.067,0.01069,0.016036,6.2673,6.21323,6.336034,0.019594,4.7673,7.213364,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,1,58,0.0249,0.004799,0.007198,5.189,5.138858,5.251092,0.021629,3.689,5.7422,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,1,90,0.0008,0.000151,0.000227,5.297357,5.163618,5.435919,0.051403,3.797357,5.865025,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,2,1,4.2406,0.871267,1.306901,4.867163,4.847016,4.884955,0.007795,3.367163,5.285783,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,2,3.7196,0.792209,1.188313,4.695228,4.676177,4.712224,0.007677,3.195228,5.035667,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,3,3.2626,0.719798,1.079698,4.532657,4.514589,4.548869,0.007563,3.032657,4.796779,0.9995,0.999999,支持曾遭雷击,否
锈蚀钢筋,2,4,3.0559,0.664218,0.996327,4.600747,4.583996,4.615636,0.006877,3.100747,4.897208,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,5,2.8537,0.609734,0.914601,4.68024,4.664856,4.693969,0.00622,3.18024,5.013928,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,6,2.6709,0.568723,0.853085,4.696309,4.684103,4.706846,0.004843,3.196309,5.037584,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,7,2.5007,0.526863,0.790295,4.746394,4.736362,4.754883,0.003902,3.246394,5.110806,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,8,2.3471,0.495041,0.742562,4.741219,4.733662,4.747299,0.002876,3.241219,5.103333,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,9,2.1906,0.455572,0.683358,4.808458,4.803042,4.813087,0.002089,3.308458,5.201256,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,10,2.0399,0.412522,0.618783,4.944946,4.940545,4.948513,0.001611,3.444946,5.398741,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,11,1.8961,0.369876,0.554814,5.126314,5.121176,5.130919,0.001901,3.626314,5.658524,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,12,1.7663,0.334058,0.501087,5.287404,5.28166,5.292815,0.00211,3.787404,5.886728,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,13,1.6611,0.323541,0.485312,5.134119,5.129862,5.138521,0.001686,3.634119,5.669643,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,14,1.5541,0.301859,0.452788,5.148434,5.140903,5.156401,0.00301,3.648434,5.689932,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,15,1.4497,0.278082,0.417123,5.213216,5.203301,5.222994,0.003777,3.713216,5.781792,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,22,0.7136,0.153955,0.230932,4.635128,4.616129,4.65634,0.008675,3.135128,4.947471,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,30,0.343,0.071664,0.107495,4.786249,4.765533,4.809812,0.009251,3.286249,5.168151,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,2,37,0.2001,0.04147,0.062205,4.825151,4.788105,4.867554,0.016466,3.325151,5.222765,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,2,44,0.1093,0.021819,0.032728,5.0094,4.96602,5.060285,0.018818,3.5094,5.487314,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,2,51,0.0591,0.01069,0.016036,5.52832,5.480625,5.588949,0.019594,4.02832,6.217711,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,2,58,0.022,0.004799,0.007198,4.584659,4.540356,4.639519,0.021629,3.084659,4.870224,0.9995,0.999999,灰区/证据不足,是
锈蚀钢筋,2,90,0.0007,0.000151,0.000227,4.635188,4.518165,4.756429,0.051403,3.135188,4.924488,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,3,1,4.722,0.871267,1.306901,5.419692,5.397258,5.439503,0.007795,3.919692,6.07149,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,2,4.1419,0.792209,1.188313,5.228295,5.207081,5.24722,0.007677,3.728295,5.802552,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,3,3.6331,0.719798,1.079698,5.047385,5.027264,5.065437,0.007563,3.547385,5.545202,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,4,3.4028,0.664218,0.996327,5.123015,5.104363,5.139594,0.006877,3.623015,5.653291,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,5,3.1777,0.609734,0.914601,5.21162,5.194489,5.226907,0.00622,3.71162,5.779222,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,6,2.9741,0.568723,0.853085,5.229433,5.215842,5.241166,0.004843,3.729433,5.804631,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,7,2.7847,0.526863,0.790295,5.285434,5.274262,5.294887,0.003902,3.785434,5.883803,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,8,2.6136,0.495041,0.742562,5.279558,5.271143,5.286328,0.002876,3.779558,5.875624,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,9,2.4393,0.455572,0.683358,5.354365,5.348334,5.359519,0.002089,3.854365,5.980886,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,10,2.2715,0.412522,0.618783,5.506371,5.501469,5.510342,0.001611,4.006371,6.193079,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,11,2.1114,0.369876,0.554814,5.708401,5.70268,5.713529,0.001901,4.208401,6.471651,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,12,1.9669,0.334058,0.501087,5.887898,5.881502,5.893924,0.00211,4.387898,6.71585,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,13,1.8497,0.323541,0.485312,5.717043,5.712303,5.721945,0.001686,4.217043,6.483488,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,14,1.7306,0.301859,0.452788,5.733144,5.724759,5.742016,0.00301,4.233144,6.505403,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,15,1.6142,0.278082,0.417123,5.804769,5.793729,5.815656,0.003777,4.304769,6.602954,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,22,0.7946,0.153955,0.230932,5.161256,5.140101,5.184876,0.008675,3.661256,5.707331,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,30,0.3819,0.071664,0.107495,5.329063,5.305997,5.355298,0.009251,3.829063,5.944224,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,3,37,0.2229,0.04147,0.062205,5.374943,5.333676,5.422177,0.016466,3.874943,6.005941,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,3,44,0.1217,0.021819,0.032728,5.577712,5.529411,5.634371,0.018818,4.077712,6.286248,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,3,51,0.0658,0.01069,0.016036,6.15505,6.101948,6.222552,0.019594,4.65505,7.065602,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,3,58,0.0245,0.004799,0.007198,5.105642,5.056306,5.166737,0.021629,3.605642,5.623909,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,3,90,0.0008,0.000151,0.000227,5.297357,5.163618,5.435919,0.051403,3.797357,5.865025,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,4,1,4.5911,0.871267,1.306901,5.269451,5.247639,5.288713,0.007795,3.769451,5.86064,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,2,4.0271,0.792209,1.188313,5.083384,5.062757,5.101784,0.007677,3.583384,5.596632,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,3,3.5324,0.719798,1.079698,4.907485,4.887922,4.925036,0.007563,3.407485,5.344118,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,4,3.3085,0.664218,0.996327,4.981044,4.962908,4.997163,0.006877,3.481044,5.450183,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,5,3.0896,0.609734,0.914601,5.06713,5.050475,5.081994,0.00622,3.56713,5.57366,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,6,2.8917,0.568723,0.853085,5.084547,5.071332,5.095955,0.004843,3.584547,5.598724,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,7,2.7075,0.526863,0.790295,5.138906,5.128044,5.148097,0.003902,3.638906,5.676302,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,8,2.5412,0.495041,0.742562,5.133308,5.125126,5.13989,0.002876,3.633308,5.66843,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,9,2.3717,0.455572,0.683358,5.20598,5.200116,5.210992,0.002089,3.70598,5.771681,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,10,2.2085,0.412522,0.618783,5.353652,5.348886,5.357513,0.001611,3.853652,5.979909,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,11,2.0528,0.369876,0.554814,5.54997,5.544407,5.554955,0.001901,4.04997,6.253513,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,12,1.9124,0.334058,0.501087,5.724753,5.718534,5.730612,0.00211,4.224753,6.494012,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,13,1.7984,0.323541,0.485312,5.558486,5.553877,5.563251,0.001686,4.058486,6.265306,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,14,1.6826,0.301859,0.452788,5.57413,5.565976,5.582755,0.00301,4.07413,6.286843,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,15,1.5695,0.278082,0.417123,5.644025,5.63329,5.654611,0.003777,4.144025,6.38312,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,22,0.7726,0.153955,0.230932,5.018357,4.997788,5.041323,0.008675,3.518357,5.503419,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,30,0.3713,0.071664,0.107495,5.18115,5.158724,5.206656,0.009251,3.68115,5.73543,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,4,37,0.2167,0.04147,0.062205,5.225438,5.185319,5.271359,0.016466,3.725438,5.795744,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,4,44,0.1183,0.021819,0.032728,5.421885,5.374933,5.47696,0.018818,3.921885,6.070223,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,4,51,0.064,0.01069,0.016036,5.986675,5.935025,6.052331,0.019594,4.486675,6.841605,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,4,58,0.0238,0.004799,0.007198,4.959767,4.91184,5.019116,0.021629,3.459767,5.415352,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,4,90,0.0007,0.000151,0.000227,4.635188,4.518165,4.756429,0.051403,3.135188,4.924488,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,5,1,3.7214,0.871267,1.306901,4.27125,4.253569,4.286863,0.007795,2.77125,4.407871,0.9995,0.999995,支持曾遭雷击,否
锈蚀钢筋,5,2,3.2643,0.792209,1.188313,4.120506,4.103787,4.135421,0.007677,2.620506,4.181075,0.9995,0.999985,支持曾遭雷击,否
锈蚀钢筋,5,3,2.8632,0.719798,1.079698,3.97778,3.961923,3.992006,0.007563,2.47778,3.964655,0.9995,0.999963,支持曾遭雷击,否
锈蚀钢筋,5,4,2.6818,0.664218,0.996327,4.037528,4.022828,4.050594,0.006877,2.537528,4.055513,0.9995,0.999975,支持曾遭雷击,否
锈蚀钢筋,5,5,2.5043,0.609734,0.914601,4.107203,4.093703,4.119251,0.00622,2.607203,4.161095,0.9995,0.999984,支持曾遭雷击,否
锈蚀钢筋,5,6,2.3439,0.568723,0.853085,4.121337,4.110625,4.130584,0.004843,2.621337,4.182551,0.9995,0.999986,支持曾遭雷击,否
锈蚀钢筋,5,7,2.1946,0.526863,0.790295,4.165408,4.156604,4.172858,0.003902,2.665408,4.249109,0.9995,0.999989,支持曾遭雷击,否
锈蚀钢筋,5,8,2.0598,0.495041,0.742562,4.160864,4.154232,4.166199,0.002876,2.660864,4.242307,0.9995,0.999989,支持曾遭雷击,否
锈蚀钢筋,5,9,1.9224,0.455572,0.683358,4.219748,4.214995,4.22381,0.002089,2.719748,4.330974,0.9995,0.999993,支持曾遭雷击,否
锈蚀钢筋,5,10,1.7902,0.412522,0.618783,4.339646,4.335783,4.342776,0.001611,2.839646,4.510604,0.9995,0.999997,支持曾遭雷击,否
锈蚀钢筋,5,11,1.664,0.369876,0.554814,4.498806,4.494298,4.502848,0.001901,2.998806,4.747186,0.9995,0.999999,支持曾遭雷击,否
锈蚀钢筋,5,12,1.5501,0.334058,0.501087,4.640211,4.63517,4.64496,0.00211,3.140211,4.955568,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,5,13,1.4577,0.323541,0.485312,4.505452,4.501716,4.509314,0.001686,3.005452,4.757022,0.9995,0.999999,支持曾遭雷击,否
锈蚀钢筋,5,14,1.3639,0.301859,0.452788,4.518338,4.511729,4.52533,0.00301,3.018338,4.776025,0.9995,0.999999,支持曾遭雷击,否
锈蚀钢筋,5,15,1.2722,0.278082,0.417123,4.574915,4.566213,4.583495,0.003777,3.074915,4.859465,0.9995,0.999999,支持曾遭雷击,否
锈蚀钢筋,5,22,0.6262,0.153955,0.230932,4.067429,4.050757,4.086042,0.008675,2.567429,4.100683,0.9995,0.999979,支持曾遭雷击,否
锈蚀钢筋,5,30,0.301,0.071664,0.107495,4.200178,4.181998,4.220855,0.009251,2.700178,4.301007,0.9995,0.999991,支持曾遭雷击,否
锈蚀钢筋,5,37,0.1756,0.04147,0.062205,4.234365,4.201855,4.271576,0.016466,2.734365,4.351137,0.9995,0.999993,灰区/证据不足,是
锈蚀钢筋,5,44,0.0959,0.021819,0.032728,4.395256,4.357194,4.439903,0.018818,2.895256,4.590798,0.9995,0.999998,灰区/证据不足,是
锈蚀钢筋,5,51,0.0518,0.01069,0.016036,4.845465,4.803661,4.898605,0.019594,3.345465,5.251072,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,5,58,0.0193,0.004799,0.007198,4.021996,3.983131,4.070124,0.021629,2.521996,4.029776,0.9995,0.999972,灰区/证据不足,是
锈蚀钢筋,5,90,0.0006,0.000151,0.000227,3.973018,3.872713,4.076939,0.051403,2.473018,3.943345,0.9995,0.99996,灰区/证据不足,是
锈蚀钢筋,6,1,4.6704,0.871267,1.306901,5.360468,5.338279,5.380063,0.007795,3.860468,5.988627,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,2,4.0966,0.792209,1.188313,5.171113,5.150131,5.189831,0.007677,3.671113,5.721528,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,3,3.5933,0.719798,1.079698,4.992092,4.972191,5.009946,0.007563,3.492092,5.465939,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,4,3.3656,0.664218,0.996327,5.067009,5.048561,5.083407,0.006877,3.567009,5.573388,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,5,3.1429,0.609734,0.914601,5.154546,5.137603,5.169666,0.00622,3.654546,5.698254,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,6,2.9416,0.568723,0.853085,5.172288,5.158845,5.183892,0.004843,3.672288,5.723649,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,7,2.7542,0.526863,0.790295,5.227544,5.216495,5.236893,0.003902,3.727544,5.802062,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,8,2.585,0.495041,0.742562,5.221785,5.213462,5.228481,0.002876,3.721785,5.794014,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,9,2.4126,0.455572,0.683358,5.295757,5.289792,5.300855,0.002089,3.795757,5.898502,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,10,2.2467,0.412522,0.618783,5.446253,5.441405,5.450181,0.001611,3.946253,6.109428,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,11,2.0883,0.369876,0.554814,5.645948,5.640289,5.65102,0.001901,4.145948,6.385949,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,12,1.9454,0.334058,0.501087,5.823538,5.817212,5.829498,0.00211,4.323538,6.628645,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,13,1.8294,0.323541,0.485312,5.6543,5.649612,5.659148,0.001686,4.1543,6.39744,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,14,1.7116,0.301859,0.452788,5.670201,5.661907,5.678975,0.00301,4.170201,6.41918,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,15,1.5966,0.278082,0.417123,5.741478,5.730558,5.752247,0.003777,4.241478,6.516696,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,22,0.7859,0.153955,0.230932,5.104746,5.083823,5.128107,0.008675,3.604746,5.626917,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,30,0.3777,0.071664,0.107495,5.270456,5.247644,5.296402,0.009251,3.770456,5.861738,0.9995,1.0,支持曾遭雷击,否
锈蚀钢筋,6,37,0.2204,0.04147,0.062205,5.314659,5.273855,5.361363,0.016466,3.814659,5.921437,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,6,44,0.1204,0.021819,0.032728,5.518131,5.470346,5.574184,0.018818,4.018131,6.203925,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,6,51,0.0651,0.01069,0.016036,6.08957,6.037034,6.156355,0.019594,4.58957,6.978827,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,6,58,0.0242,0.004799,0.007198,5.043124,4.994392,5.103471,0.021629,3.543124,5.534767,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,6,90,0.0008,0.000151,0.000227,5.297357,5.163618,5.435919,0.051403,3.797357,5.865025,0.9995,1.0,灰区/证据不足,是
锈蚀钢筋,7,1,2.2293,0.871267,1.306901,2.558687,2.548095,2.56804,0.007795,1.058687,1.734255,0.9995,0.958564,灰区/证据不足,否
锈蚀钢筋,7,2,1.9555,0.792209,1.188313,2.468416,2.4584,2.477351,0.007677,0.968416,1.588253,0.9995,0.943885,灰区/证据不足,否
锈蚀钢筋,7,3,1.7152,0.719798,1.079698,2.382889,2.37339,2.391412,0.007563,0.882889,1.449551,0.9995,0.926408,灰区/证据不足,否
锈蚀钢筋,7,4,1.6065,0.664218,0.996327,2.418633,2.409827,2.42646,0.006877,0.918633,1.50757,0.9995,0.934168,灰区/证据不足,否
锈蚀钢筋,7,5,1.5002,0.609734,0.914601,2.460418,2.452331,2.467636,0.00622,0.960418,1.575317,0.9995,0.942408,灰区/证据不足,否
锈蚀钢筋,7,6,1.4041,0.568723,0.853085,2.468864,2.462447,2.474403,0.004843,0.968864,1.58901,0.9995,0.943971,灰区/证据不足,否
锈蚀钢筋,7,7,1.3147,0.526863,0.790295,2.495335,2.490061,2.499798,0.003902,0.995335,1.631877,0.9995,0.948647,灰区/证据不足,否
锈蚀钢筋,7,8,1.2339,0.495041,0.742562,2.492519,2.488546,2.495715,0.002876,0.992519,1.627325,0.9995,0.948166,灰区/证据不足,否
锈蚀钢筋,7,9,1.1516,0.455572,0.683358,2.52781,2.524963,2.530243,0.002089,1.02781,1.684418,0.9995,0.95395,灰区/证据不足,否
锈蚀钢筋,7,10,1.0724,0.412522,0.618783,2.599618,2.597304,2.601493,0.001611,1.099618,1.800385,0.9995,0.9641,灰区/证据不足,否
锈蚀钢筋,7,11,0.9968,0.369876,0.554814,2.694958,2.692257,2.697379,0.001901,1.194958,1.953934,0.9995,0.974645,灰区/证据不足,否
锈蚀钢筋,7,12,0.9286,0.334058,0.501087,2.779756,2.776737,2.782601,0.00211,1.279756,2.090089,0.9995,0.981695,支持曾遭雷击,否
锈蚀钢筋,7,13,0.8733,0.323541,0.485312,2.699191,2.696953,2.701505,0.001686,1.199191,1.960741,0.9995,0.975045,支持曾遭雷击,否
